"","IDENT","NOI","POIDS","SEXE","AGE","CSE","ACTEU","STC","AIDREF","SALRED","TPP"
"27618","GRW6TT99","01",652.88709969,2,76,NA,3,NA,NA,NA,NA
"27619","GRW6TT99","02",652.88709969,1,75,NA,3,NA,NA,NA,NA
"27620","GRW6TW19","01",908.82852936,1,49,47,1,2,NA,2500,1
"27621","GRW6TYT9","01",719.97833525,1,49,43,1,2,NA,2600,1
"27622","GRW6TYT9","02",719.97833525,2,58,43,1,2,NA,2200,1
"27623","GRW6TYT9","03",719.97833525,2,17,NA,3,NA,5,NA,NA
"27624","GRX4YVTD","01",1344.6622352,1,68,31,1,1,NA,NA,3
"27625","GRX4YVTD","02",1344.6622352,2,51,42,1,2,NA,2200,1
"27626","GRX4YVTD","03",1344.6622352,1,21,NA,3,NA,5,NA,NA
"27627","GRX4YYLD","01",1374.4082674,1,75,NA,3,NA,NA,NA,NA
"27628","GRX4YYLD","02",1374.4082674,2,62,52,1,2,NA,757,2
"27629","GRX570L8","01",1105.3562387,1,29,42,1,2,NA,1778,1
"27630","GRX570M8","01",940.39857916,1,31,63,1,2,NA,1450,1
"27631","GRX570M8","02",940.39857916,2,36,NA,3,NA,5,NA,NA
"27632","GRX573D8","01",1023.0654446,2,80,NA,3,NA,NA,NA,NA
"27633","GRX578X8","01",1010.5170161,1,94,NA,3,NA,NA,NA,NA
"27634","GRX57BP8","01",848.81843438,1,62,21,1,1,NA,NA,3
"27635","GRX57BP8","02",848.81843438,2,56,NA,3,NA,5,NA,NA
"27636","GRX57EH8","01",876.86272366,2,65,NA,3,NA,5,NA,NA
"27637","GRX57EH8","02",876.86272366,1,69,NA,3,NA,5,NA,NA
"27638","GRX57K18","01",775.04753591,2,55,62,1,2,NA,716,2
"27639","GRX57K18","02",775.04753591,1,56,65,1,2,NA,1591,1
"27640","GRX57MT8","01",636.58084286,1,58,62,1,2,NA,1810,1
"27641","GRX57MT8","02",636.58084286,2,58,67,1,2,NA,1368,1
"27642","GRX57MT8","03",636.58084286,2,24,42,2,NA,5,NA,NA
"27643","GRX57PL8","01",1064.3633302,1,73,NA,3,NA,5,NA,NA
"27644","GRX57PL8","02",1064.3633302,2,75,NA,3,NA,NA,NA,NA
"27645","GRX57PL8","03",1064.3633302,1,43,12,1,1,NA,NA,1
"27646","GRX5CVP8","01",1234.281372,2,83,NA,3,NA,NA,NA,NA
"27647","GRX5CVP8","02",1234.281372,1,84,NA,3,NA,NA,NA,NA
"27648","GRX5CYH8","01",1348.3510809,1,56,47,1,2,NA,1900,1
"27649","GRX5CYH8","02",1348.3510809,2,54,64,1,2,NA,716,2
"27650","GRX5KR9F","01",1124.5681863,1,64,43,1,2,NA,1538,1
"27651","GRX5KR9F","02",1124.5681863,2,52,56,1,2,NA,300,3
"27652","GRX5KRAF","01",2304.2495959,1,25,43,1,2,NA,2450,1
"27653","GRX5KRAF","02",2304.2495959,2,25,46,1,2,NA,1500,1
"27654","GRX5KRBF","01",1104.9997147,1,63,NA,3,NA,5,NA,NA
"27655","GRX5KRBF","02",1104.9997147,2,54,NA,3,NA,5,NA,NA
"27656","GRX5KRBF","03",1104.9997147,1,23,62,1,2,NA,1100,1
"27657","GRX5KRBF","04",1104.9997147,1,21,47,1,2,NA,1200,1
"27658","GRX5KRDF","04",1103.2219206,2,46,37,1,2,NA,2700,1
"27659","GRX5KREF","01",1310.648454,1,40,34,1,2,NA,2350,1
"27660","GRX5KREF","02",1310.648454,2,38,34,1,2,NA,1450,1
"27661","GRX5KRFF","01",1356.2106248,1,65,NA,3,NA,5,NA,NA
"27662","GRX5KRFF","02",1356.2106248,2,62,NA,3,NA,5,NA,NA
"27663","GRX5KRGF","01",1230.4396991,1,65,64,2,NA,5,NA,NA
"27664","GRX5KRGF","02",1230.4396991,2,57,56,1,2,NA,1400,2
"27665","GRX5KU1F","01",1620.7232352,2,37,47,1,2,NA,2408,1
"27666","GRX5KU1F","02",1620.7232352,1,40,62,1,2,NA,1833,1
"27667","GRX5KWTF","01",978.77298136,2,44,42,1,2,NA,2200,1
"27668","GRX5KZLF","01",1642.1267676,1,44,38,1,2,NA,3300,1
"27669","GRX5KZLF","02",1642.1267676,2,33,22,1,1,NA,NA,3
"27670","GRX6T1L9","01",648.03669284,1,76,NA,3,NA,NA,NA,NA
"27671","GRX6T1L9","02",648.03669284,2,78,NA,3,NA,NA,NA,NA
"27672","GRX6T4D9","04",832.79002081,1,40,33,1,2,NA,2300,1
"27673","GRX6T4D9","05",832.79002081,2,33,33,1,2,NA,2100,1
"27674","GRX6T759","01",789.54029323,2,64,NA,3,NA,5,NA,NA
"27675","GRX6T9X9","01",796.98565962,1,55,64,1,2,NA,2000,1
"27676","GRX6T9X9","02",796.98565962,2,56,54,1,2,NA,1733,2
"27677","GRX6TCP9","01",691.01053817,1,68,NA,3,NA,5,NA,NA
"27678","GRX6TCP9","02",691.01053817,2,66,NA,3,NA,5,NA,NA
"27679","GRX6TFH9","01",703.90477485,1,70,NA,3,NA,5,NA,NA
"27680","GRX6TFH9","02",703.90477485,2,68,NA,3,NA,5,NA,NA
"27681","GRX6TI99","01",794.44600522,1,61,38,1,2,NA,2850,1
"27682","GRX6TI99","02",794.44600522,2,60,56,1,1,NA,1027,2
"27683","GRX6TNT9","01",821.65954694,1,27,38,1,2,NA,2417,1
"27684","GRX6TNT9","02",821.65954694,2,27,43,1,2,NA,1561,1
"27685","GRX6TQL9","01",819.78542378,2,69,NA,3,NA,5,NA,NA
"27686","GRX6TTD9","01",819.90595008,1,35,37,1,2,NA,2167,1
"27687","GRX6TTD9","02",819.90595008,2,32,34,1,2,NA,1850,1
"27688","GRX6TW59","01",695.84819576,2,57,NA,3,NA,5,NA,NA
"27689","GRX6TW59","02",695.84819576,1,15,NA,3,NA,5,NA,NA
"27690","GRX6TYX9","01",591.84466235,1,37,33,1,2,NA,2467,1
"27691","GRX6TYX9","02",591.84466235,2,35,37,1,2,NA,3117,1
"27692","GRX6YWP9","01",996.59724764,1,58,21,1,1,NA,NA,3
"27693","GRX6YWP9","02",996.59724764,2,57,21,1,3,1,NA,2
"27694","GRX6YZH9","01",1308.0039964,1,95,NA,3,NA,NA,NA,NA
"27695","GRY4Y1DD","01",1383.0526463,2,43,34,1,2,NA,2251,1
"27696","GRY4Y1DD","02",1383.0526463,1,48,13,1,1,NA,NA,3
"27697","GRY4Y1DD","04",1383.0526463,2,15,NA,3,NA,5,NA,NA
"27698","GRY4Y45D","01",1336.051388,2,52,43,1,2,NA,4359,1
"27699","GRY4Y45D","02",1336.051388,1,55,34,1,2,NA,4806,1
"27700","GRY4Y6XD","01",1601.9788959,1,48,21,1,1,NA,NA,3
"27701","GRY4Y6XD","02",1601.9788959,2,42,22,1,1,NA,NA,3
"27702","GRY4Y9PD","01",1352.4731174,1,54,63,1,2,NA,2962,1
"27703","GRY4Y9PD","02",1352.4731174,2,55,56,1,2,NA,1178,1
"27704","GRY4YCHD","01",1409.7633813,2,81,NA,3,NA,NA,NA,NA
"27705","GRY4YI1D","01",1059.7996045,2,48,43,1,2,NA,2100,1
"27706","GRY4YI1D","02",1059.7996045,1,51,46,1,2,NA,2501,1
"27707","GRY4YI1D","03",1059.7996045,2,16,NA,3,NA,5,NA,NA
"27708","GRY4YKTD","01",1712.4603012,1,47,37,1,2,NA,5167,1
"27709","GRY4YKTD","02",1712.4603012,1,22,47,1,2,NA,1333,1
"27710","GRY4YNLD","01",1329.119769,1,64,NA,3,NA,5,NA,NA
"27711","GRY4YNLD","02",1329.119769,2,80,NA,3,NA,NA,NA,NA
"27712","GRY4YQDD","01",1259.4254372,1,63,NA,3,NA,5,NA,NA
"27713","GRY4YQDD","02",1259.4254372,2,63,NA,3,NA,5,NA,NA
"27714","GRY4YVXD","01",1366.7796983,2,55,43,1,2,NA,2625,1
"27715","GRY4YVXD","02",1366.7796983,1,46,22,1,1,NA,NA,3
"27716","GRY4YYPD","01",1142.0321965,2,54,56,1,2,NA,270,2
"27717","GRY4YYPD","02",1142.0321965,1,56,52,1,2,NA,1543,1
"27718","GRY4YYPD","03",1142.0321965,1,17,63,2,NA,5,NA,NA
"27719","GRY570P8","01",1953.7176982,1,85,NA,3,NA,NA,NA,NA
"27720","GRY570P8","02",1953.7176982,2,81,NA,3,NA,NA,NA,NA
"27721","GRY5C198","01",1340.4720659,2,86,NA,3,NA,NA,NA,NA
"27722","GRY5C9L8","01",1285.767509,1,81,NA,3,NA,NA,NA,NA
"27723","GRY5CCD8","01",1316.0714936,2,80,NA,3,NA,NA,NA,NA
"27724","GRY5CHX8","01",1158.0580235,2,38,NA,3,NA,5,NA,NA
"27725","GRY5CHX8","02",1158.0580235,1,31,47,1,2,NA,2250,1
"27726","GRY5CKP8","01",1527.9299298,2,83,NA,3,NA,NA,NA,NA
"27727","GRY5CNH8","01",1141.9779505,1,68,NA,3,NA,5,NA,NA
"27728","GRY5CNH8","02",1141.9779505,2,68,NA,3,NA,5,NA,NA
"27729","GRY5CQ98","01",1334.345444,2,63,NA,3,NA,5,NA,NA
"27730","GRY5CQ98","02",1334.345444,1,63,NA,3,NA,5,NA,NA
"27731","GRY5CT18","01",1668.4501249,2,43,54,1,2,NA,682,2
"27732","GRY5CT18","02",1668.4501249,1,45,12,1,1,NA,NA,1
"27733","GRY5CVT8","01",1307.5227855,1,60,NA,3,NA,5,NA,NA
"27734","GRY5CVT8","02",1307.5227855,2,53,54,1,2,NA,1625,1
"27735","GRY5CYL8","01",1285.767509,1,85,NA,3,NA,NA,NA,NA
"27736","GRY5K2DF","01",974.69535425,1,38,37,1,2,NA,3083,1
"27737","GRY5K2DF","02",974.69535425,2,37,42,2,NA,5,NA,NA
"27738","GRY5K55F","01",1099.0728905,1,57,54,1,2,NA,2700,1
"27739","GRY5K55F","02",1099.0728905,2,56,54,1,2,NA,2200,1
"27740","GRY5K55F","03",1099.0728905,1,29,NA,3,NA,5,NA,NA
"27741","GRY5K7XF","01",1242.1649125,1,53,67,1,2,NA,1600,1
"27742","GRY5K7XF","02",1242.1649125,2,46,52,1,2,NA,1408,1
"27743","GRY5K7XF","03",1242.1649125,1,23,47,2,NA,5,NA,NA
"27744","GRY5K7XF","04",1242.1649125,2,15,NA,3,NA,5,NA,NA
"27745","GRY5KAPF","01",1162.9215319,2,75,NA,3,NA,NA,NA,NA
"27746","GRY5KDIF","01",1282.3591638,2,62,33,1,2,NA,10000,1
"27747","GRY5KDJF","01",1187.9079527,1,46,46,1,2,NA,2383,1
"27748","GRY5KDJF","02",1187.9079527,2,40,37,1,2,NA,3900,1
"27749","GRY5KDLF","01",1112.4280818,1,58,34,1,2,NA,2900,1
"27750","GRY5KDLF","02",1112.4280818,2,52,NA,3,NA,5,NA,NA
"27751","GRY5KDNF","01",1139.7035585,1,67,NA,3,NA,5,NA,NA
"27752","GRY5KDNF","02",1139.7035585,2,63,NA,3,NA,5,NA,NA
"27753","GRY5KDOF","01",1119.6364929,2,39,38,1,2,NA,2233,2
"27754","GRY5KDOF","02",1119.6364929,1,39,38,1,2,NA,3250,1
"27755","GRY6Y299","01",1245.6085221,2,49,52,1,2,NA,4200,1
"27756","GRY6Y299","02",1245.6085221,1,51,37,1,2,NA,6308,1
"27757","GRY6Y299","03",1245.6085221,2,19,NA,3,NA,5,NA,NA
"27758","GRY6Y299","04",1245.6085221,1,15,NA,3,NA,5,NA,NA
"27759","GRY6Y519","01",1628.817358,1,29,34,1,2,NA,2242,1
"27760","GRY6Y529","02",2202.9483321,1,17,NA,3,NA,5,NA,NA
"27761","GRY6Y549","01",1615.5053095,1,20,NA,3,NA,5,NA,NA
"27762","GRY6Y559","02",2202.9483321,1,18,NA,3,NA,5,NA,NA
"27763","GRY6Y569","01",2162.0973143,2,19,NA,3,NA,5,NA,NA
"27764","GRY6Y579","01",1613.9093318,1,24,34,2,NA,5,NA,NA
"27765","GRY6Y589","02",2180.5540557,1,20,NA,3,NA,5,NA,NA
"27766","GRY6Y599","01",2162.0973143,2,19,NA,3,NA,5,NA,NA
"27767","GRY6Y7T9","01",1490.2048347,2,70,NA,3,NA,5,NA,NA
"27768","GRY6Y7U9","01",1406.4298626,1,42,43,2,NA,5,NA,NA
"27769","GRY6Y7V9","01",2006.9100165,1,62,NA,3,NA,5,NA,NA
"27770","GRY6Y819","02",2358.4674061,2,20,NA,3,NA,5,NA,NA
"27771","GRZ43ADE","01",964.74016311,2,49,21,1,1,NA,NA,1
"27772","GRZ43ADE","02",964.74016311,1,53,63,1,2,NA,1800,1
"27773","GRZ43ADE","03",964.74016311,2,24,68,1,2,NA,1200,1
"27774","GRZ43D5E","01",1032.4299399,1,76,NA,3,NA,NA,NA,NA
"27775","GRZ43D5E","02",1032.4299399,2,75,NA,3,NA,NA,NA,NA
"27776","GRZ43FXE","01",1068.4626792,1,49,31,1,1,NA,NA,1
"27777","GRZ43FXE","02",1068.4626792,2,43,56,1,2,NA,520,1
"27778","GRZ43FXE","03",1068.4626792,2,22,NA,3,NA,5,NA,NA
"27779","GRZ43FXE","04",1068.4626792,2,20,NA,3,NA,5,NA,NA
"27780","GRZ43IPE","01",981.1502644,2,62,NA,3,NA,5,NA,NA
"27781","GRZ43LHE","01",913.96787471,1,74,NA,3,NA,5,NA,NA
"27782","GRZ43LHE","02",913.96787471,2,72,NA,3,NA,5,NA,NA
"27783","GRZ43R1E","01",1181.6040289,1,41,65,1,2,NA,1784,1
"27784","GRZ43R1E","02",1181.6040289,2,36,55,2,NA,5,NA,NA
"27785","GRZ43TTE","01",1258.9478526,2,42,54,1,2,NA,1425,1
"27786","GRZ43TTE","02",1258.9478526,1,54,62,1,2,NA,1471,1
"27787","GRZ43WLE","01",1571.2168706,2,39,NA,3,NA,5,NA,NA
"27788","GRZ43WLE","02",1571.2168706,1,41,38,1,2,NA,3924,1
"27789","GRZ4Y1HD","01",1060.7204441,2,38,43,1,2,NA,1500,2
"27790","GRZ4Y1HD","02",1060.7204441,1,45,21,1,1,NA,NA,3
"27791","GRZ4Y71D","01",1377.1759036,2,78,NA,3,NA,NA,NA,NA
"27792","GRZ4YCLD","01",1314.0278395,2,78,NA,3,NA,NA,NA,NA
"27793","GRZ4YCLD","02",1314.0278395,1,58,NA,3,NA,5,NA,NA
"27794","GRZ4YFDD","01",1669.7756602,1,47,37,1,2,NA,2755,1
"27795","GRZ4YFDD","02",1669.7756602,2,40,43,1,2,NA,1918,2
"27796","GRZ4YI5D","01",1287.2279933,2,56,34,1,2,NA,2217,1
"27797","GRZ4YI5D","02",1287.2279933,1,59,34,1,2,NA,2848,1
"27798","GRZ4YKXD","01",1496.2253865,1,65,NA,3,NA,5,NA,NA
"27799","GRZ4YKXD","02",1496.2253865,2,60,NA,3,NA,5,NA,NA
"27800","GRZ4YNPD","01",1296.3460785,2,52,52,1,2,NA,1480,2
"27801","GRZ4YNPD","02",1296.3460785,1,54,34,1,2,NA,3000,1
"27802","GRZ4YQHD","01",1269.7932336,2,60,43,1,2,NA,2636,1
"27803","GRZ4YQHD","02",1269.7932336,1,60,54,1,2,NA,1179,2
"27804","GRZ4YT9D","01",1247.684394,2,77,NA,3,NA,NA,NA,NA
"27805","GRZ4YT9D","02",1247.684394,1,78,NA,3,NA,NA,NA,NA
"27806","GRZ5C1D8","01",1769.3008875,1,69,NA,3,NA,5,NA,NA
"27807","GRZ5C6X8","01",1322.0990847,2,84,NA,3,NA,NA,NA,NA
"27808","GRZ5C9P8","01",1267.0039379,1,40,42,1,2,NA,1926,1
"27809","GRZ5C9P8","02",1267.0039379,2,39,52,1,2,NA,1350,1
"27810","GRZ5CCH8","01",1213.7751876,2,61,NA,3,NA,5,NA,NA
"27811","GRZ5CCH8","02",1213.7751876,1,63,64,1,2,NA,600,2
"27812","GRZ5CF98","01",1456.863021,1,30,64,2,NA,4,NA,NA
"27813","GRZ5CNL8","01",1438.6602011,1,35,23,1,2,NA,NA,1
"27814","GRZ5CNL8","02",1438.6602011,2,33,31,1,1,NA,NA,1
"27815","GRZ5CT58","01",1991.2792543,2,60,NA,3,NA,5,NA,NA
"27816","GRZ5CT58","02",1991.2792543,1,61,NA,3,NA,5,NA,NA
"27817","GRZ5CVX8","01",1313.2023831,2,54,56,1,2,NA,780,1
"27818","GRZ5CVX8","02",1313.2023831,1,56,64,1,2,NA,1438,1
"27819","GRZ5HTP8","01",1221.9247743,2,91,NA,3,NA,NA,NA,NA
"27820","GRZ63E1A","01",1184.2884973,2,34,38,1,2,NA,4509,1
"27821","GRZ63E1A","02",1184.2884973,1,36,45,1,2,NA,2167,1
"27822","GRZ63JLA","01",1069.0242085,2,47,67,1,2,NA,1250,1
"27823","GRZ63JLA","02",1069.0242085,1,49,62,1,2,NA,1733,1
"27824","GRZ63JLA","03",1069.0242085,1,16,67,1,2,NA,540,1
"27825","GRZ63RXA","01",985.13648125,1,77,NA,3,NA,NA,NA,NA
"27826","GRZ63RXA","02",985.13648125,2,75,NA,3,NA,NA,NA,NA
"27827","GRZ63XHA","01",1121.4675589,1,48,21,1,1,NA,NA,1
"27828","GRZ63XHA","02",1121.4675589,2,19,NA,3,NA,5,NA,NA
"27829","GS04325E","01",1033.4513005,2,51,46,1,2,NA,1490,1
"27830","GS0434XE","01",1200.8405438,2,44,52,1,2,NA,1100,1
"27831","GS0434XE","02",1200.8405438,1,46,45,1,2,NA,2743,1
"27832","GS0437PE","01",1262.6554426,1,33,38,1,2,NA,2833,1
"27833","GS0437PE","02",1262.6554426,2,33,38,1,2,NA,2800,1
"27834","GS043AHE","01",1461.6381527,2,33,46,1,2,NA,2067,2
"27835","GS043AHE","02",1461.6381527,1,33,38,1,2,NA,2302,1
"27836","GS043D9E","01",937.17260835,1,56,37,1,2,NA,5739,1
"27837","GS043D9E","02",937.17260835,2,55,NA,3,NA,5,NA,NA
"27838","GS043D9E","03",937.17260835,1,19,68,1,2,NA,770,1
"27839","GS043ITE","01",1011.7134788,1,64,NA,3,NA,5,NA,NA
"27840","GS043ITE","02",1011.7134788,2,64,NA,3,NA,5,NA,NA
"27841","GS043LLE","01",1086.2161292,1,63,NA,3,NA,5,NA,NA
"27842","GS043ODE","01",1018.9323065,2,45,54,2,NA,5,NA,NA
"27843","GS043ODE","02",1018.9323065,1,46,21,1,1,NA,NA,1
"27844","GS043R5E","01",998.05820032,1,80,NA,3,NA,NA,NA,NA
"27845","GS043ZHE","01",1068.73358,2,77,NA,3,NA,NA,NA,NA
"27846","GS05HR18","01",1209.8655915,2,67,NA,3,NA,5,NA,NA
"27847","GS05MUD8","01",1225.9395991,2,39,23,1,1,NA,NA,1
"27848","GS05MUD8","02",1225.9395991,1,41,23,1,1,NA,NA,1
"27849","GS05MX58","01",1151.1532319,2,45,52,1,2,NA,980,2
"27850","GS05MX58","02",1151.1532319,2,16,NA,3,NA,5,NA,NA
"27851","GS05MZX8","01",1572.1975346,1,76,NA,3,NA,NA,NA,NA
"27852","GS05MZX8","02",1572.1975346,2,71,NA,3,NA,4,NA,NA
"27853","GS06331A","01",797.10722821,2,54,42,1,2,NA,2200,1
"27854","GS06331A","02",797.10722821,2,49,43,1,2,NA,2746,1
"27855","GS0635TA","01",1029.8069276,1,39,65,1,2,NA,2008,1
"27856","GS0635TA","02",1029.8069276,2,31,NA,3,NA,NA,NA,NA
"27857","GS063BDA","01",1078.077733,2,79,NA,3,NA,NA,NA,NA
"27858","GS063E5A","01",1612.4679586,2,30,43,1,2,NA,2000,1
"27859","GS063E5A","02",1612.4679586,1,31,43,1,2,NA,1408,1
"27860","GS063JPA","01",982.49398781,1,49,13,1,1,NA,NA,1
"27861","GS063JPA","02",982.49398781,2,51,54,1,2,NA,1625,1
"27862","GS063JPA","04",982.49398781,1,17,67,1,2,NA,540,1
"27863","GS063P9A","01",1568.5258356,2,30,42,1,2,NA,1270,2
"27864","GS063P9A","02",1568.5258356,1,34,38,1,1,NA,2182,1
"27865","GS063S1A","01",847.78874883,2,61,NA,3,NA,5,NA,NA
"27866","GS063S1A","02",847.78874883,1,57,38,1,2,NA,4167,1
"27867","GS063S1A","03",847.78874883,1,30,63,2,NA,5,NA,NA
"27868","GS068SLA","01",1526.8694407,2,35,55,2,NA,5,NA,NA
"27869","GS068SLA","02",1526.8694407,1,32,42,1,2,NA,1800,1
"27870","GS068VDA","01",1227.3873796,1,73,NA,3,NA,5,NA,NA
"27871","GS068Y5A","01",1210.3687318,2,83,NA,3,NA,NA,NA,NA
"27872","GS14329E","01",996.22426314,2,49,56,1,2,NA,621,1
"27873","GS14329E","02",996.22426314,1,54,47,1,2,NA,2679,1
"27874","GS14329E","03",996.22426314,1,22,63,1,2,NA,1439,1
"27875","GS14801E","01",1595.669725,1,63,38,1,2,NA,1391,2
"27876","GS1485LE","01",1843.7042331,1,46,54,1,2,NA,1524,1
"27877","GS148DXE","01",744.70095118,2,60,56,1,2,NA,503,2
"27878","GS148DXE","02",744.70095118,1,60,NA,3,NA,4,NA,NA
"27879","GS148GPE","01",887.67614746,1,52,22,1,1,NA,NA,1
"27880","GS148GPE","02",887.67614746,2,42,46,1,2,NA,1566,1
"27881","GS148JHE","01",799.61818418,2,51,43,1,2,NA,1173,2
"27882","GS148JHE","02",799.61818418,1,53,42,1,2,NA,1931,1
"27883","GS148JHE","03",799.61818418,1,25,NA,3,NA,5,NA,NA
"27884","GS148JHE","04",799.61818418,1,17,NA,3,NA,5,NA,NA
"27885","GS148M9E","01",1527.726703,2,84,NA,3,NA,NA,NA,NA
"27886","GS148P1E","01",1549.3271341,2,83,NA,3,NA,NA,NA,NA
"27887","GS148ULE","01",1047.1711889,1,44,48,1,2,NA,1317,1
"27888","GS148ULE","02",1047.1711889,2,45,52,1,2,NA,1425,1
"27889","GS148XDE","01",1063.1336891,2,40,43,1,2,NA,1726,2
"27890","GS148XDE","02",1063.1336891,1,38,37,1,1,NA,1558,1
"27891","GS15HG18","01",1476.6700007,2,41,43,1,1,NA,NA,1
"27892","GS15M2P8","01",1213.5511255,1,61,NA,3,NA,4,NA,NA
"27893","GS15M2P8","02",1213.5511255,2,57,NA,3,NA,NA,NA,NA
"27894","GS15M5H8","01",1262.6382435,2,40,21,2,NA,4,NA,NA
"27895","GS15M898","01",1071.2075013,1,51,33,1,2,NA,7100,1
"27896","GS15M898","02",1071.2075013,2,48,NA,3,NA,3,NA,NA
"27897","GS15MGL8","01",1204.6025125,2,50,52,1,2,NA,1157,2
"27898","GS15MGL8","02",1204.6025125,1,52,38,1,2,NA,3329,1
"27899","GS15MGL8","03",1204.6025125,2,16,NA,3,NA,5,NA,NA
"27900","GS15MJD8","01",1076.6905438,2,51,35,1,2,NA,600,2
"27901","GS15MJD8","02",1076.6905438,1,77,NA,3,NA,NA,NA,NA
"27902","GS15MM58","01",1071.5739025,1,61,NA,3,NA,5,NA,NA
"27903","GS15MM58","02",1071.5739025,2,61,NA,3,NA,4,NA,NA
"27904","GS15MM58","03",1071.5739025,1,37,67,2,NA,5,NA,NA
"27905","GS15MX98","01",1493.6755914,2,64,NA,3,NA,4,NA,NA
"27906","GS15MX98","02",1493.6755914,1,68,NA,3,NA,5,NA,NA
"27907","GS1630DA","01",931.51123135,2,51,52,1,2,NA,1887,1
"27908","GS1630DA","02",931.51123135,1,47,47,1,2,NA,2324,1
"27909","GS16335A","01",757.27424929,1,67,NA,3,NA,5,NA,NA
"27910","GS16335A","02",757.27424929,2,59,NA,3,NA,5,NA,NA
"27911","GS16335A","03",757.27424929,1,39,NA,3,NA,5,NA,NA
"27912","GS16335A","04",757.27424929,1,25,42,1,2,NA,1100,1
"27913","GS1635XA","01",892.88089925,1,49,63,1,2,NA,1638,1
"27914","GS1635XA","02",892.88089925,2,51,48,1,2,NA,1411,1
"27915","GS1635XA","03",892.88089925,1,21,67,1,2,NA,1053,1
"27916","GS1638PA","01",833.78735224,1,53,62,1,2,NA,1733,1
"27917","GS1638PA","02",833.78735224,2,53,54,2,NA,5,NA,NA
"27918","GS163BHA","01",985.58561557,2,62,43,1,2,NA,350,2
"27919","GS163BHA","02",985.58561557,1,64,NA,3,NA,5,NA,NA
"27920","GS1680XA","01",1549.4088772,2,24,42,1,2,NA,1590,1
"27921","GS1680XA","02",1549.4088772,2,23,42,1,2,NA,1659,1
"27922","GS1683PA","01",1036.4658216,1,40,63,1,2,NA,2250,1
"27923","GS1683PA","02",1036.4658216,2,40,64,1,2,NA,1767,1
"27924","GS1683PA","03",1036.4658216,1,16,NA,3,NA,5,NA,NA
"27925","GS1686HA","01",1181.3235642,2,54,NA,3,NA,5,NA,NA
"27926","GS16899A","01",1731.1099,2,30,NA,3,NA,5,NA,NA
"27927","GS16899A","02",1731.1099,1,41,63,1,2,NA,2800,1
"27928","GS168C1A","01",1498.103795,1,47,21,1,1,NA,NA,1
"27929","GS168C1A","02",1498.103795,2,41,43,2,NA,5,NA,NA
"27930","GS168ETA","01",1272.9509733,1,76,NA,3,NA,NA,NA,NA
"27931","GS168ETA","02",1272.9509733,2,73,NA,3,NA,5,NA,NA
"27932","GS168HLA","01",1287.1421662,2,87,NA,3,NA,NA,NA,NA
"27933","GS168KDA","06",1156.2906706,1,32,21,1,1,NA,NA,1
"27934","GS168N5A","01",1137.3687048,1,58,37,1,2,NA,3442,1
"27935","GS168N5A","02",1137.3687048,2,56,54,1,2,NA,1000,2
"27936","GS168PXA","01",1509.4495338,1,52,47,1,2,NA,2113,1
"27937","GS168SPA","01",2412.1848509,2,85,NA,3,NA,NA,NA,NA
"27938","GS168VHA","03",1385.0105231,2,32,NA,3,NA,5,NA,NA
"27939","GS168VHA","04",1385.0105231,1,39,65,1,2,NA,1283,1
"27940","GS168Y9A","01",1126.5502813,1,51,62,1,2,NA,2167,1
"27941","GS168Y9A","02",1126.5502813,2,48,52,2,NA,5,NA,NA
"27942","GS168Y9A","03",1126.5502813,2,20,43,1,2,NA,1100,1
"27943","GS168Y9A","04",1126.5502813,1,16,NA,3,NA,5,NA,NA
"27944","GS2485PE","01",1118.7291363,1,58,NA,3,NA,4,NA,NA
"27945","GS2488HE","01",1468.934731,1,82,NA,3,NA,NA,NA,NA
"27946","GS2488HE","02",1468.934731,2,78,NA,3,NA,NA,NA,NA
"27947","GS248B9E","01",867.6506975,2,63,NA,3,NA,5,NA,NA
"27948","GS248B9E","02",867.6506975,1,63,NA,3,NA,5,NA,NA
"27949","GS248E1E","01",1525.0976814,2,77,NA,3,NA,NA,NA,NA
"27950","GS248GTE","01",650.74530956,2,59,NA,3,NA,4,NA,NA
"27951","GS248GTE","02",650.74530956,1,58,47,1,2,NA,1398,2
"27952","GS248JLE","01",814.7246175,2,31,NA,3,NA,4,NA,NA
"27953","GS248JLE","02",814.7246175,1,33,63,1,2,NA,1522,1
"27954","GS248P5E","01",653.12630067,1,64,NA,3,NA,4,NA,NA
"27955","GS248P5E","02",653.12630067,2,65,NA,3,NA,4,NA,NA
"27956","GS248RXE","01",1518.9842788,2,80,NA,3,NA,NA,NA,NA
"27957","GS24D91E","01",1470.8047761,1,38,64,1,2,NA,1517,1
"27958","GS24D91E","02",1470.8047761,2,35,21,1,1,NA,NA,1
"27959","GS24DBUE","01",1306.2333903,1,77,NA,3,NA,NA,NA,NA
"27960","GS24DBUE","02",1306.2333903,2,75,NA,3,NA,NA,NA,NA
"27961","GS24DBVE","01",1427.9190847,2,78,NA,3,NA,NA,NA,NA
"27962","GS24DBXE","01",1237.2338671,2,29,43,1,2,NA,1437,1
"27963","GS24DBXE","02",1237.2338671,2,27,46,2,NA,5,NA,NA
"27964","GS24DBYE","01",1204.0244292,2,99,NA,3,NA,NA,NA,NA
"27965","GS24DELE","01",1560.5178522,1,31,62,1,2,NA,1625,1
"27966","GS24DELE","02",1560.5178522,2,31,52,1,2,NA,888,2
"27967","GS24DHDE","01",1298.9365727,1,87,NA,3,NA,NA,NA,NA
